"date","Mcomplete","Stdcomplete","Mlast300","Mlast200","Mlast100","MinCompl","Q25Compl","Q50Compl","Q75Compl","MaxCompl"
"37419",2015-08-26 06:46:21,44.2270742358079,3.46800797696606,44.3872832369942,44.9217391304348,43.9137931034483,38,41,44,47,52
"38040",2015-08-27 06:45:17,41.0046296296296,2.29743022595666,41.027027027027,41.130081300813,40.8870967741936,36,39,41,43,47
"37418",2015-08-28 06:27:39,47.6269113149847,2.61722599627033,48.7245508982036,49.0363636363636,49.2,41,46,48,50,52
"37837",2015-08-29 06:58:06,45.6862003780718,3.07849003188889,45.8070175438597,43.6495726495726,44.0847457627119,40,43,45,47,56
"37637",2015-08-30 07:16:36,45.7581967213115,3.59514051478227,46.6315789473684,45.0940170940171,47.448275862069,39,43,45,48,55
"37959",2015-08-31 06:23:19,43.0035714285714,2.111385295508,43.64,44.5862068965517,46.0689655172414,39,41,43,44,50
"37814",2015-09-01 07:08:15,44.8316993464052,3.05102945591867,43.8275862068966,43.7521367521367,43.9322033898305,39,42,44.5,47,51
"37991",2015-09-02 07:19:00,47.7902621722846,3.86024850304298,50.468253968254,50.1810344827586,51.0909090909091,40,45,47,51,56
"37511",2015-09-03 07:20:38,49.6822840409956,3.51954234996825,49.8411764705882,51.0964912280702,49.2131147540984,42,47,50,53,56
"37388",2015-09-04 06:42:14,42.6779911373708,3.18181827830163,44.0689655172414,44.6869565217391,44.8448275862069,37,40,42,45,51
"37608",2015-09-05 07:23:22,46.0359820089955,4.12076271253383,47.0117647058824,43.5811965811966,43.2203389830508,39,43,45,48,57
"37710",2015-09-06 07:10:46,40.5368043087971,2.97062825261479,39.7613636363636,38.7606837606838,36.4406779661017,30,40,41,42,46
"37307",2015-09-07 06:48:14,45.2136602451839,2.78149696225447,47.6,47.6578947368421,47.8305084745763,40,43,45,47,51
"37523",2015-09-08 07:48:01,41.662037037037,2.60453359084282,42.3202247191011,41.5294117647059,41.6101694915254,37,40,41,43,49
"37461",2015-09-09 07:17:52,43.7660167130919,3.63937302212091,44.8197674418605,43.5726495726496,41.9666666666667,37,41,43,46,53
"37342",2015-09-10 07:02:44,49.7463556851312,4.18580602764158,49.5120481927711,49.5545454545455,49.6428571428571,42,46,50,53,59
"37260",2015-09-11 06:42:59,41.8660578386606,2.79923037381241,41.247191011236,40.7333333333333,42.6440677966102,37,40,42,44,49
"37660",2015-09-12 07:44:29,45.8668639053254,2.86899588873859,46.4210526315789,46.4741379310345,44.5344827586207,40,44,46,47,55
"37891",2015-09-13 06:55:41,44.6129032258064,3.15020185260545,44.7151162790698,45.5526315789474,47.5535714285714,38,42,45,47,51
"38102",2015-09-14 06:21:16,43.0811188811189,2.57962689876421,44.8662790697674,45.9298245614035,43.7758620689655,39,41,43,44,51
"37349",2015-09-15 06:20:03,42.8715447154472,3.36170521346169,43.5714285714286,42.8983050847458,41.7118644067797,37,40,42,45,50
"37966",2015-09-16 06:22:13,46.8709677419355,2.61278001702679,47.3372781065089,46.5486725663717,47.7857142857143,41,45,47,49,54
"38069",2015-09-17 06:20:36,47.1207951070336,2.99960619838624,48.8424242424242,49.8818181818182,48.9464285714286,42,44,47,50,54
"37288",2015-09-18 06:18:59,49.1757877280265,2.33468946935581,50.5337423312883,50.2018348623853,49.4821428571429,43,47,50,51,53
"38060",2015-09-19 06:34:26,49.9425465838509,2.20661885136827,50.6625766871166,49.8090909090909,50.7636363636364,45,49,50,51,56
"37522",2015-09-20 07:00:08,49.2316293929712,3.78616718870557,48.7005988023952,48.625,50.6181818181818,41,46,49,52,57
"37464",2015-09-21 06:30:18,46.9352750809062,2.70823553508755,45.7602339181287,45.9823008849558,44.8103448275862,41,45,47,49,54
"38158",2015-09-22 06:06:53,43.5509893455099,2.48487554803366,43.8857142857143,43.9741379310345,42.9333333333333,38,42,44,45,50
"37679",2015-09-23 06:30:02,47.897476340694,3.58387118094658,48.8994082840237,48.7256637168142,50.0909090909091,41,46,48,50,59
"37643",2015-09-24 06:25:19,51.0927694406548,3.60321874891152,48.7916666666667,50.1834862385321,48.5,44,49,51,53,61
"37642",2015-09-25 06:10:42,49.9774774774775,3.03281852635097,51.8950617283951,50.5137614678899,51.3703703703704,43,48,50,51,62
"37423",2015-09-26 07:32:36,54.2375415282392,1.7962021134556,53.3710691823899,53.7452830188679,54.4339622641509,50,53,54,56,60
"37650",2015-09-27 06:38:54,49.7668231611894,3.17816232341041,49.2189349112426,50.5089285714286,49.8035714285714,43,47,50,52,57
"38051",2015-09-28 06:29:48,45.3783783783784,2.30352741885059,45.8959537572254,45.6637931034483,45.4745762711864,40,44,46,47,50
"37612",2015-09-29 06:34:10,47.6912181303116,2.75852914667598,48.8392857142857,48.4285714285714,48.2631578947368,42,46,48,50,55
"37900",2015-09-30 06:24:06,50.8851251840943,3.08173795073335,50.8098159509202,49.963963963964,48.4285714285714,45,48,50,53,60
"38015",2015-10-01 06:20:00,46.4750378214826,3.24663885030734,46.3,44.2672413793103,44.6206896551724,40,44,46,49,57
"37358",2015-10-02 06:18:29,46.0265151515151,1.81686636618089,46.5029585798817,46.6548672566372,46.1228070175439,40,45,46,47,51
"37764",2015-10-03 07:06:54,47.7737341772152,5.31043346864899,48.0236686390533,50.1818181818182,46.0344827586207,40,43.75,47,51,62
"37886",2015-10-04 07:51:32,47.8141112618725,3.29639403670324,47.8323353293413,49.1909090909091,48.25,41,46,47,49,59
"37685",2015-10-06 06:30:44,44.2441520467836,4.01538523761087,45.8888888888889,45.4649122807018,45.2413793103448,36,42,44,46,55
"37430",2015-10-07 06:36:04,43.0502092050209,3.05311281501357,42.0391061452514,41.801652892562,42.5,37,41,43,45,51
"37839",2015-10-08 06:34:11,43.0603318250377,4.25820457870881,43.5511363636364,43.8983050847458,43,37,39,42,46,55
"37548",2015-10-09 06:19:36,43.3125,2.13877091372985,42.8100558659218,42.1949152542373,42.4745762711864,39,42,43,45,50
"37708",2015-10-10 07:21:38,42.0873015873016,2.56991225274365,42.2045454545455,42.5641025641026,43.1694915254237,37,40,42,43,53
"37879",2015-10-11 07:27:00,47.2283582089552,3.38422905092178,49.3192771084337,50.7614678899083,51.8909090909091,39,45,47,49,55
"37627",2015-10-12 06:33:18,39.6065040650407,2.57991931789982,39.7734806629834,39.7603305785124,39.6229508196721,36,38,39,41,47
"37283",2015-10-13 06:36:13,46.2601156069364,2.9465030392445,45.3505747126437,44.7413793103448,44.5344827586207,41,44,46,48,58
"37853",2015-10-14 06:24:14,43.3363499245852,3.02157248001602,43.7919075144509,43.3931623931624,41.135593220339,38,41,43,45,53
"38155",2015-10-15 06:33:49,43.8712328767123,2.9814000196856,45.0639534883721,45.5964912280702,46.551724137931,39,41,44,46,53
"37628",2015-10-16 06:20:27,41.301261829653,3.7394314456067,40.854748603352,40.8559322033898,41.7457627118644,36,38,41,44,51
"37557",2015-10-17 07:36:31,47.176,3.02146169415248,48.7393939393939,50.256880733945,50.2,41,44,47,49,54
"37645",2015-10-18 07:05:02,41.8673946957878,1.90136815426006,42,41.0840336134454,42.2881355932203,37,41,42,43,47
"37440",2015-10-19 06:25:04,39.9241486068111,1.83391109221817,40.5111111111111,40.1322314049587,40.5901639344262,36,39,40,41,44
"37860",2015-10-20 06:35:46,42.4044444444444,2.54297970818513,43.9595375722543,44.3652173913043,44.5689655172414,37,40,42,44,49
"37534",2015-10-21 06:30:31,42.7407975460123,2.25119691164196,41.6214689265537,41.5847457627119,41.7796610169492,38,41,43,44,48
"37277",2015-10-22 06:32:16,43.6738794435858,1.78060959514861,43.5057471264368,43.448275862069,43.1724137931034,39,43,44,44,49
"37525",2015-10-23 06:18:08,42.0872274143302,3.30439957864468,42.9542857142857,42.4406779661017,43.1864406779661,36,40,41,44,53
"36525",2015-10-24 06:20:53,44.0038461538462,2.3768278870802,43.4333333333333,43.175,43.68,38,42.75,44,45,53
"37439",2015-10-25 05:25:30,45.8242677824268,2.20393811462768,46.6745562130178,46.8482142857143,47.5535714285714,41,44,45,47,53
"37914",2015-10-26 05:28:16,45.7967479674797,3.50327754773174,45.5789473684211,45.2894736842105,46.1929824561403,39,43,46,48,57
"37459",2015-10-27 05:19:08,52.8736842105263,1.92883277996613,53.9308176100629,53.7924528301887,53.6603773584906,50,51,53,54,59
"37877",2015-10-28 05:24:33,45.8767334360555,4.56809565957945,46.8934911242604,45.7719298245614,46.0877192982456,37,42,46,49,58
"37781",2015-10-29 05:39:05,46.2564612326044,2.50335094188472,48.2485207100592,48.5789473684211,48.7321428571429,40,45,47,48,52
"38129",2015-10-30 05:17:01,44.6398176291793,3.02290514608808,45.9005847953216,46.2654867256637,48.4821428571429,38,42,45,47,50
"37766",2015-10-31 06:20:20,45.1948881789137,3.13080785540666,46.0115606936416,46.3893805309735,46.7543859649123,38,43,45,47,52
"37680",2015-11-01 05:33:49,46.4587155963303,3.13073616173521,47.3546511627907,48.6339285714286,48.0526315789474,40,44,47,49,54
