"date","Mcomplete","Stdcomplete","Mlast300","Mlast200","Mlast100","MinCompl","Q25Compl","Q50Compl","Q75Compl","MaxCompl"
"40128",2016-04-15 08:31:55,54.900651465798,2.62219779411741,54.8662420382166,53.8584905660377,53.7735849056604,51,53,55,56,68
"39879",2016-04-16 07:21:10,54.1923714759536,3.49980657006774,53.7278481012658,54.1714285714286,54.2830188679245,49,53,53,55,72
"39936",2016-04-17 09:01:47,55.9677419354839,3.7703363148177,57.9019607843137,58.5588235294118,58.7254901960784,47,53,56,58,70
"40169",2016-04-18 07:24:19,51.1772939346812,3.24584289401005,52.8125,51.3302752293578,49.2321428571429,47,49,50,53,64
"40077",2016-04-19 06:30:05,54.2524916943522,3.16270416069603,54.8152866242038,54.552380952381,54.2075471698113,49,52,54,55,66
"40414",2016-04-20 08:12:46,56.4897637795276,3.18481300169787,55.8645161290323,55.9611650485437,57.0392156862745,51,54,57,59,69
"40240",2016-04-22 08:21:17,54.1049284578696,2.97095138040766,54.5316455696203,54.7809523809524,55.1132075471698,50,52,54,55,67
"39932",2016-04-23 06:21:43,54.2649842271293,3.03207775252897,54.7707006369427,54.1603773584906,54.3962264150943,50,53,54,55,69
"40480",2016-04-24 08:27:49,58.658940397351,3.72827965561484,58.5354838709677,56.0188679245283,55.4181818181818,53,56,58,60,73
"40372",2016-04-25 07:51:15,60.3239202657807,2.85531164195203,62.1214285714286,61.8333333333333,61.64,54,58,60,62,67
"40204",2016-04-27 07:53:15,57.0099502487562,4.15119970220903,58.0261437908497,60.18,60.3653846153846,51,54,56,60,71
"40461",2016-04-28 07:44:18,54.0306451612903,2.47847526671436,55.2692307692308,55.1634615384615,55.5576923076923,50,52,53,55,67
"40479",2016-04-29 07:31:56,54.0998307952623,4.967540397263,55.0509554140127,56.7669902912621,61.08,47,50,53,57,69
"40006",2016-04-30 07:01:20,55.865625,4.24050882580398,58.2463768115942,58.2916666666667,52.0727272727273,50,53,55,58,76
"40471",2016-05-02 07:31:39,53.8446280991736,2.74929101075021,55.1273885350318,54.7428571428571,56.1538461538462,49,52,53,55,63
"40007",2016-05-03 06:31:11,52.8985024958403,3.54607967861371,53.0880503144654,54.847619047619,58.2692307692308,48,51,52,54,67
"40155",2016-05-04 08:22:04,61.0288,3.74668263524291,63.156462585034,63.3877551020408,65.530612244898,55,58,61,63,72
"39882",2016-05-05 08:59:32,56.8394276629571,2.42426106476288,57.640522875817,57.7352941176471,57.5384615384615,52,55,57,58,68
"40123",2016-05-06 07:36:46,59.4119601328904,3.15749481749922,60.9533333333333,60.66,63.02,52,57,60,61,68
"40100",2016-05-07 06:31:15,49.3344103392569,2.54848678363562,50.6134969325153,49.9816513761468,50.5636363636364,45,48,49,51,63
"40499",2016-05-08 08:45:43,53.7016666666667,2.22656533946504,53.5443037974684,54.0571428571429,55.75,49,52,54,55,62
"40217",2016-05-09 08:00:58,52.633387888707,3.94841302153662,53.3647798742138,53.688679245283,53.2641509433962,46,50,52,54,65
"40160",2016-05-10 07:01:21,53.8935837245696,2.60357955101832,55.0891719745223,55.2857142857143,55.0566037735849,48,52,54,55,65
