"calc_ident_id","rr_min","rr_max","rr_mean","rr_max_min_rel","sdnn","sd1","sd2","rmssd","pnn50","power_hf","power_lf","power_lf_hf","power_total","power_vlf"
"241",44930,505,1739,1209.24,3.44,192.23,94.73,254.82,133.99,60.31,5378.76,6706.67,1.25,12879.05,629.98
"260",41568,919,1752,1278.17,1.91,165.37,100.79,211.04,142.54,67.97,4316.85,4090.46,0.95,8707.89,315.05
"272",42148,885,1616,1245.51,1.83,130.08,71.88,169.34,101.65,66.87,2891.99,4127.09,1.43,7316.88,204.74
"290",43069,936,1681,1295.11,1.8,162.38,84.94,213.35,120.12,66.59,3655.32,4745.27,1.3,8652.82,193.12
"334",41491,916,1629,1224.38,1.78,129.78,81.17,164.61,114.79,65.23,4463.56,2136.98,0.48,7051.23,451.76
"367",36525,1023,1754,1405.38,1.71,126.26,94.97,151.21,134.31,76.64,3509.59,1955.21,0.56,5941.88,403.18
"422",36526,989,1797,1355.43,1.82,147.79,96.96,185.16,137.12,77.93,4941.1,2902.91,0.59,8077.87,183.27
"600",36530,905,1731,1259.59,1.91,171.85,90.49,225.56,127.98,65.22,4633.54,6328.53,1.37,11483.87,198.06
"637",36533,1011,1815,1422.11,1.8,143.02,89.7,181.28,126.86,72.55,3152.3,2224.75,0.71,5740.29,327.55
"638",36534,1116,1762,1384.71,1.58,147.34,96.38,184.74,136.3,77.14,4475.79,2897.76,0.65,7702.47,309.14
"639",36535,1050,1730,1277.71,1.65,111.11,72.83,139.24,103.01,66.6,2690.97,1186.89,0.44,4161.66,195.49
"640",36536,928,1740,1304.38,1.88,162.78,98.75,207.95,139.66,73.09,4652.8,4330.83,0.93,9375.28,339.59
"641",36538,965,2013,1224.33,2.09,128.52,71.05,167.29,100.48,60.16,2064.39,2942.11,1.43,5615.39,297.47
"642",36541,987,1902,1497.87,1.93,150.66,99.16,188.59,140.23,72.53,3689.29,7383.83,2,11898.33,682.19
"738",36546,840,1271,1073.56,1.51,60.87,31.55,80.09,44.62,26.16,697.73,662.81,0.95,1410.8,39.12
"739",36547,893,1654,1258.25,1.85,115.32,72.95,145.86,103.16,64.61,3182.04,2938.28,0.92,6239.2,33.82
"740",36548,847,1623,1192.74,1.92,159.31,71.42,213.68,101.01,59.66,3144.17,3252.88,1.03,7037.68,603.12
"741",36561,1037,1763,1324.31,1.7,136.3,80.82,175,114.3,60.15,3094.44,2721.41,0.88,6471.33,530.83
"742",36584,954,1644,1234.26,1.72,131.69,72.9,171.38,103.09,60.19,3004.07,2466.63,0.82,5753.66,220.31
"743",36589,993,1713,1306.01,1.73,135.03,85.7,170.65,121.2,74.71,3934.81,1520.45,0.39,5826.31,339.7
"744",36599,714,1869,1437.7,2.62,200.93,115.95,259.43,164,72.99,6230.76,6313.27,1.01,13019.58,366.84
"745",36600,871,1503,1109.33,1.73,110.14,55.65,145.48,78.7,48.01,1517.06,2294.71,1.51,3986.25,112.52
"746",36601,929,1784,1345.74,1.92,181.51,107.98,232.88,152.71,68.06,4278.41,8353.81,1.95,13179.22,402.03
"747",36602,849,1625,1139.52,1.91,131.6,64.1,174.72,90.65,51.04,1580.11,2114.65,1.34,4355.17,628.67
"748",36605,919,1620,1171.79,1.76,117.12,57.87,155.2,81.84,45.97,1264.35,1848.04,1.46,3286.51,113.12
"749",36607,934,1803,1278.91,1.93,155.92,114.18,188.64,161.48,70.86,6454.21,8100.62,1.26,14738.99,287.54
"750",36609,757,1816,1369.17,2.4,200.3,113.08,259.72,159.91,73.75,5137.97,7968.6,1.55,13799.12,403.45
"751",36610,644,1729,1206.51,2.68,150.47,91.77,191.99,129.8,60.15,5293.73,5623.56,1.06,11148.39,299.77
"752",36612,734,1647,1311.74,2.24,139.65,78.67,181.15,111.28,64.71,2756.77,2406.59,0.87,5585.47,346.26
"757",36613,962,1762,1289.19,1.83,145.15,96.96,180.93,137.12,69.39,4908.22,4007.26,0.82,9191.74,145.03
"758",36614,955,1903,1402.73,1.99,190.57,112.81,244.76,159.54,75.96,5214.02,4986.04,0.96,10730.26,482.61
"759",36616,1016,1840,1396.9,1.81,183.92,114.11,233.73,161.38,73.26,6108.38,3384.3,0.55,9942.77,283.28
"760",36617,1004,1945,1383.08,1.94,155.61,119.71,184.66,169.34,76.56,7143.58,2739.28,0.38,10244.97,189.5
"761",36621,1011,1490,1201.12,1.47,93.28,51.47,121.46,72.79,49.63,1406.46,1876.2,1.33,3394.58,75.69
"762",36623,947,1623,1230.93,1.71,133.01,76.73,171.74,108.51,64.89,3895.14,2915.88,0.75,7087.88,239.85
"763",36626,1082,1883,1479.27,1.74,147.87,105.05,180.82,148.56,73.23,6015.62,6685.32,1.11,13039.76,195.68
"764",36631,1049,1740,1361.16,1.66,145.1,85.22,186.67,120.51,72.92,3475.03,3120.31,0.9,6836.58,149.11
"765",36632,905,1686,1240.66,1.86,151.71,92.74,193.47,131.15,72.27,6584.43,3737.31,0.57,10612.99,168.7
"766",36633,938,1628,1221,1.74,109.11,85.24,128.63,120.54,69.72,4028.99,2255.74,0.56,6574.77,159.43
"767",36634,663,1860,1289.31,2.81,151.02,100.87,188.25,142.66,70.42,4412.43,3362.84,0.76,7962.32,145.03
"768",36636,851,1612,1269.73,1.89,131.77,74.66,170.74,105.58,65.43,3543.6,2833.75,0.8,6571.5,212.34
"769",36638,957,2186,1309.96,2.28,192.39,145.75,229.75,206.2,78.66,9388.7,4430.64,0.47,14639.64,290.24
"843",36642,924,1828,1302.77,1.98,145.37,88.05,185.78,124.52,69.03,3964.11,6116.8,1.54,10200.62,65.49
"844",36646,942,1745,1270.04,1.85,176.59,92.82,231.85,131.26,66.88,4133.11,4398.36,1.06,9004.18,372.04
"847",36647,910,1692,1267.51,1.86,157.59,83.51,206.63,118.1,68.35,3291.49,2877.3,0.87,6436.39,236.79
"849",36652,630,1707,1134.82,2.71,155.14,75.43,206.03,106.72,44.72,4643.06,5425.09,1.17,10778.7,504.05
"850",36664,1037,1625,1285.65,1.57,129.14,82.13,163.12,116.15,68.09,3767.64,2577.76,0.68,6595.6,202.18
"851",36668,709,1997,1494.72,2.82,164.38,114.55,202.29,162,75.12,5793.26,6767.02,1.17,12997.71,224.74
"875",36669,1018,1930,1519.76,1.9,159.78,92,206.39,130.11,72.19,3719.2,5094.23,1.37,9304.14,410.25
"876",36670,736,1703,1263.12,2.31,148.14,90.37,189.01,127.8,71.63,8608.79,3020.68,0.35,11876.08,207.86
"877",36687,1007,1726,1300.07,1.71,121.83,88.07,148.09,124.55,70.37,5199.58,2003.6,0.39,7345.36,94.09
"878",36692,933,1787,1351.54,1.92,176.82,72.59,239.29,102.66,47.86,1133.15,4122.28,3.64,5754.21,387.56
"879",36693,958,1863,1366.06,1.94,199.38,122.69,253.87,173.52,72.69,8772.95,6463.86,0.74,15858,482.06
"880",36694,532,1749,1227.05,3.29,184.32,97.33,241.81,137.65,60.47,4184.31,3819.43,0.91,8774.9,405.47
"1088",36696,883,1687,1215.93,1.91,144.35,77.04,189.05,108.95,56.69,3234.59,3074.82,0.95,6717.11,378.54
"1089",36697,912,1732,1237.54,1.9,149.7,87.76,192.66,124.12,65.57,3639.21,4345.06,1.19,8282.03,142.09
"1090",36705,1031,1862,1390.4,1.81,168.14,112.03,209.74,158.44,74.15,6849.49,9092.6,1.33,16885.63,450.56
"1091",36706,1036,1731,1271.42,1.67,121.01,71.58,155.44,101.24,60.61,2327.37,1219.45,0.52,3935.74,404.3
"1263",44944,961,1845,1227.12,1.92,123.95,72.17,159.74,102.07,65.07,2228.01,2312.17,1.04,4808.17,216.08
"1356",36713,991,1787,1339.87,1.8,169.88,92.12,221.88,130.28,69.87,3649.57,3620.53,0.99,7868.23,560.74
"1388",36720,675,1756,1329.06,2.6,142.58,78.26,185.83,110.69,57.77,7150.78,2627.74,0.37,10109.99,310.19
"1389",36728,958,1616,1202.98,1.69,122.95,66.88,160.5,94.59,57.68,2609.71,1602.56,0.61,5032.24,722.58
"1390",36733,1026,1829,1392.67,1.78,176.16,135.41,209.12,191.51,79.12,8042.06,8866.15,1.1,17439.52,154.7
"1392",36737,1028,1727,1329.86,1.68,127.25,80.08,161.16,113.26,67.6,2152.78,2395.12,1.11,5320.51,665.76
"1393",36739,655,1747,1185.48,2.67,130.74,78.17,167.56,110.57,53.49,11281.73,4116.99,0.36,15767.92,270.16
"1394",36740,888,1737,1231.76,1.96,133.36,72.23,174.22,102.14,58.49,2832.77,2937.94,1.04,5986.35,166.54
"1395",36741,1088,1680,1289.42,1.54,114.88,58.29,151.65,82.43,51.11,1254.63,2252.38,1.8,3639.3,109.84
"1396",36747,647,2177,1302.6,3.36,158.59,110.09,195.4,155.69,73.35,8812.23,9379.86,1.06,19694.78,1450.48
"1397",36764,664,1692,1249.06,2.55,134.82,75.71,174.99,107.07,62.15,3810.64,2229.4,0.59,6291.92,190.54
"1398",36774,834,1353,1002.04,1.62,77.26,36.09,103.13,51.03,28.94,1070.03,1676.53,1.57,2992.24,211.38
"1399",36780,1000,1741,1325.6,1.74,171.3,92.9,223.73,131.38,71.08,4243.69,3049.09,0.72,7544.32,168.48
"1400",36784,1082,1801,1433.71,1.66,137.1,104.66,163.21,148.02,77.1,4042.9,3519.05,0.87,7771.63,138.23
"1401",36785,903,1594,1166.71,1.77,128.36,68.55,168.09,96.94,56.91,2481.52,2781.32,1.12,5602.76,377.15
"1402",36791,1039,1640,1262.71,1.58,97.26,72.61,116.82,102.69,70.22,3162.48,1386.81,0.44,4636.48,169.98
"1403",36792,935,1694,1339.92,1.81,162.75,89.06,212.23,125.96,72.54,3640.88,2634.77,0.72,6609.54,230.13
"1404",36808,1198,1875,1501.65,1.57,125.31,88.06,153.79,124.53,73.05,3200.38,2690.42,0.84,6249.83,320.61
"1405",36828,1004,1701,1238.34,1.69,139.16,73.39,182.61,103.79,57.45,1959.56,1645,0.84,3722.49,89.39
"1406",36830,957,1713,1307.66,1.79,140.54,89.27,177.58,126.24,70.17,5146.58,4631.27,0.9,10123.84,325.07
"1407",36831,1020,1782,1354.99,1.75,163.29,91.28,212.12,129.08,73.5,3832.96,3209.72,0.84,7487.72,394.65
"1408",36848,1039,1731,1376.19,1.67,144.87,80.55,188.38,113.91,60.89,2841.28,3353.7,1.18,6787.45,599.42
"1409",36858,975,1701,1350.37,1.74,165.05,101.13,210.37,143.02,74.36,5117.15,3034.32,0.59,8415.55,328.16
"1415",36861,986,1866,1248.2,1.89,124.12,81.88,155.26,115.8,67.93,3598.31,1828.21,0.51,5584.86,121.11
"1416",36868,890,1765,1276.79,1.98,141.34,89.98,178.49,127.25,69.4,4112.92,2316.82,0.56,7614.94,1122.45
"1417",36879,835,1720,1240.02,2.06,189.58,104,247.11,147.08,70.97,4705.05,3926.35,0.83,9057.72,197.41
"1418",36887,1008,1578,1234.98,1.57,111.33,72.03,140,101.86,62.37,3057.04,2390.96,0.78,5693.09,220.57
"1419",36888,910,2189,1271.57,2.41,182.16,114.54,230.75,161.99,74.44,6938.32,5396.38,0.78,12521.6,176.94
"1420",36889,729,1779,1414.91,2.44,156.46,115.15,188.94,162.85,78.84,5843.9,3712.22,0.64,9754.26,195.48
"1421",36904,672,1789,1297.28,2.66,181.51,100.84,236.06,142.61,66.11,8025.56,5540.14,0.69,13914.32,222.49
"1422",36905,901,1672,1278.82,1.86,137.14,89.03,172.3,125.91,71.61,4579.3,3424.42,0.75,8206.39,189.58
"1423",36907,913,1691,1189.04,1.85,146.43,75.61,192.78,106.94,56.95,3563.25,2548.42,0.72,6593.61,286.28
"1424",36909,999,1717,1260.66,1.72,144.16,69,191.84,97.58,53.58,2054.13,1847.06,0.9,4230.19,242.92
"1497",41631,899,1651,1262,1.84,165.49,89.55,216.23,126.64,68.69,4000.41,2628.46,0.66,8074.35,1263.46
"1502",44372,941,1766,1338.89,1.88,183.69,102.7,238.62,145.24,73.48,5639.08,4810.21,0.85,10824.46,221.57
"1953",44952,870,1744,1237.03,2,151,79.66,198.13,112.65,64.68,3772.33,4410.4,1.17,8369.01,84.36
"1988",36926,663,1740,1199.75,2.62,165.3,74.11,221.71,104.82,58,3893.97,7262.72,1.87,13111.02,1364.69
"1991",36927,732,1791,1314.51,2.45,177.01,114.04,222.85,161.31,72.63,6885.84,6283.42,0.91,13638.5,383.24
"1992",36934,1036,1894,1424.48,1.83,183.18,102.63,237.86,145.14,76.09,6009.55,3926.46,0.65,10224.53,123.96
"1993",36935,1005,1742,1281.49,1.73,160.42,96.1,205.51,135.9,67.45,4393.52,3024.9,0.69,8252.54,610.86
"1994",36938,837,1750,1270.29,2.09,127.12,62.73,168.48,88.71,46.61,2141.69,2680.26,1.25,5322.97,449.19
"1995",36939,662,1695,1276.68,2.56,158.03,81.08,208.26,114.82,62.16,5337.32,5202.53,0.97,11088.86,356.36
"1996",36940,1029,1784,1397.96,1.73,148.59,85.7,191.87,121.21,67.8,3564.82,4037.03,1.13,8006.12,403.86
"1997",36944,916,1520,1211.92,1.66,102.44,51.5,135.41,72.84,47.88,1633.81,2215.25,1.36,3920.1,51.32
"1998",36949,981,1739,1283.01,1.77,155.94,87.08,202.61,123.14,64.11,4727.18,3000.72,0.63,8188.3,380.23
"1999",36953,954,1671,1168.06,1.75,106.64,60.92,137.96,86.15,48.63,2772.78,3228.86,1.16,6247.28,127.69
"2000",36954,684,1740,1356.99,2.54,177.18,101.46,229.11,143.48,71.46,4116.22,4155.17,1.01,8666.34,360.1
"2001",36961,937,1786,1349.61,1.91,161.92,108.65,201.57,153.66,71.55,4713.86,5687.53,1.21,10830.26,309.52
"2002",36962,846,1805,1226.82,2.13,159.62,80.46,210.91,113.79,60.9,3372.43,2382.19,0.71,6143.69,172.76
"2003",36968,715,1732,1307.57,2.42,155,88.87,200.38,125.68,64.25,4357.41,4702.19,1.08,9417.74,236.3
"2004",36972,660,1817,1312.82,2.75,182.46,112.43,232.26,159,74.7,8879.82,5338.19,0.6,15213.63,600.68
"2005",36977,714,1742,1286.57,2.44,175.35,98.47,227.59,139.27,68.8,6459.36,5829.77,0.9,12680.63,353.33
"2006",36978,966,1614,1315.81,1.67,128.74,55.03,173.55,77.82,42.94,910.47,3398.78,3.73,4406.43,80.27
"2007",36988,1107,2074,1516,1.87,130.31,84.65,163.69,119.72,64.12,2906.28,4767.42,1.64,7816.27,130.07
"2008",36994,979,1888,1443.64,1.93,145.32,96.62,181.39,136.64,72.76,4756.31,6749.46,1.42,12052.4,335.02
"2009",36998,1055,1921,1376.03,1.82,151.75,97.33,191.27,137.65,76.54,5080,5403.19,1.06,10948.85,295.83
"2010",37000,656,1779,1307.04,2.71,186.04,92.78,246.2,131.23,70.22,4007.81,3753.94,0.94,8656.7,720.86
"2011",37002,1028,1738,1298.62,1.69,112.54,70.16,142.86,99.22,58.76,2672.09,3994.78,1.5,6947.75,227.54
"2016",37005,1057,1703,1334.71,1.61,136.22,94.34,167.97,133.41,69.07,4902.09,3628.25,0.74,9096.12,386.38
"2020",37007,1027,1734,1303.61,1.69,154.02,91.39,197.72,129.25,71.49,4006.94,2271.72,0.57,6611.02,271.78
"2021",37015,919,1594,1203.94,1.73,119.65,68.4,154.77,96.73,62.99,2911.82,2290.4,0.79,5624.83,288.38
"2022",37016,729,1842,1437.85,2.53,194.78,126.42,244.74,178.79,76.51,5871.78,8886.51,1.51,15554.79,573.3
"2023",37021,1007,1790,1377.76,1.78,153.39,85.14,199.52,120.4,69.71,3390.06,2879.36,0.85,6443.74,99.96
"2024",37022,627,1761,1315.27,2.81,179.76,110.93,228.74,156.88,73.74,7454.65,10151.56,1.36,18009.53,558.1
"2025",37024,885,1541,1173.77,1.74,110.15,54.2,146.04,76.65,50.81,1855.68,2216.09,1.19,4278.01,172.1
"2026",37033,982,1840,1348.84,1.87,177.92,99.47,231.12,140.68,71.62,5957.85,5391.72,0.9,12098.82,347.63
"2027",37035,935,1689,1194.26,1.81,120.9,67.42,157.13,95.34,54.49,1828.32,2061.21,1.13,4314.43,370.54
"2028",37039,955,1813,1422.14,1.9,179.58,110.28,228.77,155.96,78.66,4746.8,3696.84,0.78,9587.71,1010.04
"2029",37040,926,1717,1256.78,1.85,167.05,118.73,204.24,167.93,68.74,5845.72,3038.78,0.52,9266.43,289.82
"2030",37042,679,1688,1286.67,2.49,147.33,86.73,189.45,122.66,62.79,4033.8,5642.79,1.4,10124.59,232.45
"2031",37059,1103,1982,1525.4,1.8,143.61,104.36,174.23,147.58,71.57,3067.26,6071.74,1.98,9633.76,404.3
"2032",37060,920,1675,1147.5,1.82,117.24,67.56,151.42,95.54,56.57,3591.88,3519.77,0.98,7400.45,140.39
"2033",37063,902,1772,1337.82,1.96,189.41,101.69,247.81,143.82,71.04,5796.47,5107.49,0.88,11249.4,370.5
"2034",37064,674,1774,1210.31,2.63,161.56,98.34,206.23,139.09,62.09,4057.51,5538.21,1.36,10180.99,372.15
"2035",37067,978,1738,1335.51,1.78,145.49,88.26,185.86,124.82,71.84,3887.7,2957.5,0.76,7178.05,330.77
"2036",37069,1018,1554,1196.64,1.53,95.65,57.41,122.48,81.19,50,1762.75,2142.5,1.22,4015.12,57.15
"2037",37073,832,1750,1240.77,2.1,142.69,73.55,187.91,104.01,53.41,3821.09,4373.32,1.14,8535.18,265.4
"2038",37077,977,1779,1351.06,1.82,143.91,81.93,186.3,115.88,74.78,4071.84,3208.5,0.79,7648.46,218.24
"2039",37078,925,2045,1267.73,2.21,151.2,73.88,200.66,104.52,52.75,4597.52,8067.03,1.75,14285.88,744.79
"2125",44167,1066,1713,1295.67,1.61,139.46,97.62,171.37,138.05,75.98,4176.01,3180.53,0.76,7589.48,149.3
"2223",44636,881,1447,1115.51,1.64,106.18,50.31,141.48,71.14,45.54,1688.44,1607.43,0.95,3557.88,237.92
"2224",37212,1104,1887,1402.41,1.71,144.21,88.16,183.91,124.67,71.57,3653.73,4166.87,1.14,8100.04,215.23
"2225",37213,700,1850,1363.66,2.64,173.23,115.91,215.83,163.93,81.63,5863.91,3241.53,0.55,9525.11,225.2
"2226",37214,1071,1794,1442.27,1.68,147.94,91.33,188.23,129.16,71.46,3542.03,4441.02,1.25,8283.03,154.18
"2227",37216,963,1460,1196.41,1.52,98.29,50.57,129.48,71.52,52.74,1377.14,1283.23,0.93,2821.19,147.52
"2228",37220,726,1628,1256.35,2.24,161.06,71.53,216.25,101.15,62.69,2996.84,1831.52,0.61,5227.92,362.66
"2229",37226,930,2093,1155.43,2.25,110.32,50.66,147.56,71.65,48.36,5625.62,8205.64,1.46,14033.55,95.12
"2230",37228,945,1544,1243.75,1.63,109.27,73.53,135.92,103.99,69.3,4508.62,1630.99,0.36,6414.2,213.79
"2231",37234,1006,1688,1386.36,1.68,101.22,56.29,131.61,79.61,44.3,1428.47,1202.38,0.84,2784.15,119.68
"2232",37236,1002,1801,1401.53,1.8,135.46,85.57,171.4,121.01,73.28,3371.57,2171.15,0.64,5876.18,259.97
"2233",37238,1113,1813,1465.19,1.63,121.62,96.51,142.37,136.48,75.11,4232.88,1617.5,0.38,6031.19,106.07
"2234",37239,1130,1804,1457.45,1.6,135.61,96.07,165.98,135.87,74.67,3853.24,3808.55,0.99,7824.04,129.16
"2235",37244,1030,1814,1377.97,1.76,180.17,100.4,234.19,141.99,75.11,5963.67,3265.53,0.55,9605.73,246.78
"2236",37246,1010,1752,1384.5,1.73,148.58,88.04,190.79,124.51,74.15,3586.33,2104.7,0.59,6004.27,306.28
"2238",37249,997,1773,1337.86,1.78,138.64,92.94,172.64,131.44,71.93,4289.89,1760.11,0.41,6709.42,596.62
"2241",37250,895,1380,1105.78,1.54,90.77,50.16,118.16,70.93,50.55,1802.29,2023.49,1.12,3958.86,73.45
"2242",37251,972,1679,1290.64,1.73,127.24,62.3,168.81,88.11,55.28,1649.22,1295.72,0.79,3071.87,57.14
"2243",37252,1049,1740,1308.29,1.66,123.02,82.32,153.27,116.41,74.85,3296.32,1873.27,0.57,5365.34,188.9
"2244",37253,879,1558,1122.62,1.77,117.3,62.84,153.52,88.87,49.43,3073.4,3037.58,0.99,6424.83,256.76
"2245",37254,1059,1662,1354.16,1.57,126.19,55.15,169.72,78,51.6,1202.94,3409.07,2.83,4911.42,257.71
"2246",37257,1061,1768,1372.64,1.67,159.92,88.74,208.02,125.5,71.81,3574.63,2091.85,0.59,6169.08,459.21
"2247",37259,992,1604,1246.96,1.62,110.46,74.09,137.53,104.78,60.31,3152.87,3441.61,1.09,7305.12,532.36
"2248",37260,1051,1764,1425.75,1.68,153.4,104.95,189.86,148.43,79.56,4896.43,2508.71,0.51,7786.62,361.83
"2249",37261,1016,1677,1277.29,1.65,123.99,75.11,158.45,106.22,66.33,2952.6,2407.04,0.82,5563.16,189.52
"2250",37262,1166,1752,1442.42,1.5,138.35,104.9,165.16,148.36,76.53,5553.39,2915.74,0.53,8729.7,264.55
"2251",37263,1044,1679,1366.87,1.61,111.83,67.81,142.88,95.9,57.77,2018.39,2936.98,1.46,5292.74,230.04
"2252",37264,1000,1836,1367.85,1.84,163.45,88.75,213.44,125.51,72.8,3551.68,2917.52,0.82,7127.8,363.12
"2253",37269,1022,1700,1342.79,1.66,131.56,83.6,166.21,118.23,71.37,3456.99,1689.12,0.49,5273.62,93.29
"2254",37272,996,1821,1390.65,1.83,148.66,105.4,181.91,149.06,78.74,5063.82,2212.89,0.44,7315.04,143.34
"2255",37273,914,1667,1221.07,1.82,129.83,72.26,168.79,102.19,66.14,3642.68,2684.65,0.74,6640.59,358
"2256",37274,945,1575,1223.3,1.67,111.81,79.37,136.76,112.25,68.47,4385.08,2064.2,0.47,6602.29,105.3
"2257",37277,1135,1658,1361.52,1.46,102.37,84.83,117.32,119.96,73.5,3861.84,1517.35,0.39,5544.57,118.92
"2258",37279,972,1701,1293.43,1.75,142.62,94.04,178.43,132.99,71.71,7304.63,3111.48,0.43,10664.69,151.72
"2259",37283,896,1606,1287.94,1.79,117.36,70.68,150.17,99.96,65.46,2426.19,1384.06,0.57,4679.02,763.3
"2260",37285,938,1890,1434.13,2.01,201.3,124.28,256.12,175.76,77.29,7353.37,3548.36,0.48,11534.41,541.57
"2261",37286,882,1681,1347.89,1.91,152.66,79.59,200.69,112.56,66.26,3350.07,2204.38,0.66,5677.75,102.26
"2262",37288,1030,1585,1208.35,1.54,99.14,65.73,123.84,92.95,61.92,2212.13,2245.03,1.01,4518.51,66.16
"2263",37289,1064,1840,1469.22,1.73,153.38,101.42,191.74,143.43,78.48,5107.98,4736.96,0.93,10263.36,375.3
"2264",37290,972,1837,1380.47,1.89,162.26,87.2,212.25,123.33,68.39,4055.18,4145.12,1.02,8446.5,236.47
"2265",37295,897,1671,1242.28,1.86,118.11,70.22,151.56,99.3,60.15,2446.41,1253.7,0.51,3764.85,52.97
"2266",37298,740,1718,1300.2,2.32,187.76,76.34,254.32,107.97,61.42,3248.91,2750.46,0.85,6462.14,312.74
"2267",37300,1002,1584,1270.64,1.58,107.56,61.74,139.02,87.31,58.69,2410.12,2438.02,1.01,5162.95,313.77
"2268",37304,1018,1640,1318.86,1.61,127.07,107.32,144.14,151.78,81.08,6221.98,2381.27,0.38,8599.61,68.03
"2269",37307,741,1695,1251.84,2.29,167.61,72.52,225.67,102.56,58.44,2808.64,4882.93,1.74,9272.29,1346.51
"2270",37310,1118,1766,1462.85,1.58,135.06,90.54,168.18,128.05,75.06,4190.17,3393,0.81,7948.36,305.2
"2271",37313,952,1607,1275.55,1.69,134.05,75.37,173.95,106.59,66.74,3425.94,1317.07,0.38,4908.75,87.37
"2272",37314,1004,1803,1299.93,1.79,133.07,87.86,166.42,124.25,71.83,4207.82,2182.97,0.52,6768.8,135.03
"2273",37315,1014,1909,1523.95,1.88,170.29,112.61,212.88,159.26,75.33,6148.76,9226.82,1.5,16700.03,1140.48
"2274",37316,945,1720,1290.6,1.82,150.81,88.51,194.04,125.18,70.53,3921.88,2120.16,0.54,6276.76,216.12
"2275",37318,924,1431,1160.09,1.55,86.42,54.84,109.22,77.56,55.67,1706.78,1040.16,0.61,2941.8,155.35
"2283",37323,919,1782,1334.84,1.94,166.9,98.29,214.59,139,72.89,5505.05,2265.42,0.41,8200.44,392.03
"2284",37325,1151,1816,1495.03,1.58,134.54,83.17,171.13,117.62,70.64,3165.03,6654.59,2.1,10303.58,217.85
"2285",37326,966,1603,1240.72,1.66,136.91,80.54,176.07,113.9,62.65,3417.52,2056.23,0.6,5603.01,133.38
"2286",37327,943,1633,1275.67,1.73,121.87,67.53,158.57,95.5,66.36,2874.8,1684.05,0.59,4709.56,92.99
"2287",37328,881,1769,1402.77,2.01,172.97,109.52,218.73,154.89,78.38,5076.81,3720.24,0.73,9721.02,899.6
"2288",37329,956,1716,1301.64,1.79,171.2,98.27,221.27,138.98,68.82,4293.96,5163.59,1.2,10173.58,366.65
"2289",37333,986,1720,1277.91,1.74,130.69,73.21,169.71,103.53,63.15,2934.99,1702.18,0.58,4681.34,122.75
"2290",37337,1052,1703,1269.39,1.62,107.87,83.17,127.88,117.62,69.15,4078.47,2205.46,0.54,6530.95,170.15
"2291",37339,1136,1830,1452.65,1.61,147.75,96.71,185.22,136.76,75,4148.26,3284.82,0.79,7641.96,132.1
"2292",37341,1008,1711,1386.43,1.7,124.18,85.03,153.66,120.25,75.05,3790.8,1892.09,0.5,6325.1,610.15
"2296",37342,928,1630,1199.08,1.76,140.23,58.9,189.37,83.3,49.18,1639.97,3633.91,2.22,5616.35,272.32
"2300",37345,974,1615,1314.14,1.66,99.79,51.45,131.41,72.76,46.46,1161.91,1540.08,1.33,2938.5,230.21
"2301",37348,977,1770,1363.08,1.81,149.46,92.46,190.07,130.76,74.9,4371.3,2014.95,0.46,7117.38,676.66
"2311",37349,1061,1801,1393.41,1.7,175.26,98.94,227.25,139.92,73.95,5417.29,4258.32,0.79,10082.88,350.39
"2312",37351,1130,1907,1397.46,1.69,147.51,92.21,187.12,130.41,74.74,4799.5,2032.91,0.42,7119.2,248.35
"2313",37352,983,1775,1293.9,1.81,149.56,92.22,190.35,130.42,74.43,6025.32,2036.38,0.34,8552.45,477.99
"2314",37358,763,2190,1360.3,2.87,239.08,94.88,324.52,134.2,71.94,10288.69,13505.08,1.31,25592.87,1235.89
"2315",37359,1045,1676,1294.07,1.6,124.23,73.58,159.54,104.06,70.59,3266.18,966.77,0.3,4485.41,211.47
"2316",37362,1014,1776,1460.39,1.75,144.77,93.41,182.18,132.11,69.85,3702.4,7578.88,2.05,11781.6,196.27
"2317",37363,1012,1656,1256.7,1.64,121.08,75.88,153.5,107.32,70.12,4210.79,2306.35,0.55,6497.95,68.89
"2318",37364,1069,1766,1396.25,1.65,110.53,91.11,127.02,128.84,76.88,5065.42,1888.65,0.37,7023.56,51.48
"2319",37365,900,1615,1288.56,1.79,128.26,92.55,156,130.88,73.44,4707.2,1864.54,0.4,6557.9,31.23
"2320",37366,936,1594,1284.78,1.7,122.51,77.82,154.79,110.06,71.86,2986.75,1786.8,0.6,4978.45,182.68
"2321",37370,1094,1657,1295.78,1.51,106.88,73.68,131.98,104.19,65.05,2557.91,2870.41,1.12,5834.01,362.69
"2322",37375,1104,1843,1420.71,1.67,154.07,94.32,196.41,133.39,75.5,5032.65,3160.17,0.63,8349.14,135.47
"2323",37377,987,1724,1244.05,1.75,140.85,63.09,188.94,89.22,58.6,2098.45,2752.02,1.31,5038.75,127.43
"2381",43478,907,1693,1251.78,1.87,166.44,91.12,217.03,128.87,63.76,4861.89,3934.41,0.81,8911.89,69.09
"2463",47305,971,1558,1185.97,1.6,117.81,71.68,150.4,101.38,57.49,2683.93,4087.55,1.52,6926.08,224.78
"2514",42853,895,1772,1359.16,1.98,169.01,83.39,224,117.93,66.75,3032.4,3975.13,1.31,7217.38,165.84
